ts_event,rtype,publisher_id,instrument_id,open,high,low,close,volume,symbol
2019-04-01 00:00:00+00:00,33,1,221037,-18.1,-18.1,-18.1,-18.1,4,MGCM9-MGCZ9
2019-04-01 00:00:00+00:00,33,1,211595,1314.5,1314.5,1314.5,1314.5,4,MGCZ9
2019-04-01 00:00:00+00:00,33,1,28981,1296.4,1296.4,1296.4,1296.4,4,MGCM9
2019-04-01 00:01:00+00:00,33,1,221037,-18.1,-18.1,-18.1,-18.1,4,MGCM9-MGCZ9
2019-04-01 00:01:00+00:00,33,1,211595,1314.4,1314.4,1314.4,1314.4,4,MGCZ9
2019-04-01 00:01:00+00:00,33,1,28981,1296.2,1296.3,1296.2,1296.3,5,MGCM9
2019-04-01 00:02:00+00:00,33,1,28981,1296.1,1296.2,1296.1,1296.2,4,MGCM9
2019-04-01 00:03:00+00:00,33,1,28981,1296.2,1296.2,1296.2,1296.2,1,MGCM9
2019-04-01 00:04:00+00:00,33,1,28981,1296.2,1296.2,1296.0,1296.0,3,MGCM9
2019-04-01 00:05:00+00:00,33,1,28981,1296.0,1296.0,1296.0,1296.0,7,MGCM9
2019-04-01 00:06:00+00:00,33,1,28981,1296.0,1296.1,1296.0,1296.1,7,MGCM9
2019-04-01 00:07:00+00:00,33,1,28981,1295.9,1295.9,1295.9,1295.9,1,MGCM9
2019-04-01 00:08:00+00:00,33,1,28981,1295.8,1296.0,1295.7,1296.0,16,MGCM9
2019-04-01 00:10:00+00:00,33,1,28981,1296.1,1296.1,1296.1,1296.1,4,MGCM9
2019-04-01 00:12:00+00:00,33,1,28981,1296.2,1296.2,1296.1,1296.1,9,MGCM9
2019-04-01 00:14:00+00:00,33,1,211595,1314.3,1314.3,1314.3,1314.3,1,MGCZ9
2019-04-01 00:14:00+00:00,33,1,28981,1296.2,1296.2,1296.2,1296.2,1,MGCM9
2019-04-01 00:14:00+00:00,33,1,221037,-18.1,-18.1,-18.1,-18.1,1,MGCM9-MGCZ9
2019-04-01 00:15:00+00:00,33,1,28981,1296.2,1296.2,1296.1,1296.1,2,MGCM9
2019-04-01 00:16:00+00:00,33,1,28981,1296.0,1296.0,1296.0,1296.0,5,MGCM9
2019-04-01 00:17:00+00:00,33,1,28981,1296.0,1296.0,1296.0,1296.0,1,MGCM9
2019-04-01 00:19:00+00:00,33,1,28981,1296.1,1296.1,1296.1,1296.1,1,MGCM9
2019-04-01 00:20:00+00:00,33,1,28981,1295.8,1295.8,1295.8,1295.8,2,MGCM9
2019-04-01 00:21:00+00:00,33,1,28981,1295.6,1295.6,1295.5,1295.5,12,MGCM9
2019-04-01 00:21:00+00:00,33,1,221037,-18.1,-18.1,-18.1,-18.1,4,MGCM9-MGCZ9
