ts_event,rtype,publisher_id,instrument_id,open,high,low,close,volume,symbol
2019-08-01 00:00:00+00:00,33,1,2361,1418.0,1418.0,1417.9,1417.9,2,MGCV9
2019-08-01 00:00:00+00:00,33,1,211595,1424.1,1424.1,1423.6,1423.9,12,MGCZ9
2019-08-01 00:00:00+00:00,33,1,221040,-6.0,-6.0,-6.0,-6.0,2,MGCV9-MGCZ9
2019-08-01 00:01:00+00:00,33,1,19055,-6.3,-6.3,-6.3,-6.3,1,MGCZ9-MGCG0
2019-08-01 00:01:00+00:00,33,1,108256,1430.2,1430.2,1430.2,1430.2,1,MGCG0
2019-08-01 00:01:00+00:00,33,1,211595,1423.9,1423.9,1423.6,1423.7,11,MGCZ9
2019-08-01 00:02:00+00:00,33,1,2361,1417.6,1417.6,1417.2,1417.2,6,MGCV9
2019-08-01 00:02:00+00:00,33,1,221040,-5.9,-5.9,-6.0,-6.0,5,MGCV9-MGCZ9
2019-08-01 00:02:00+00:00,33,1,211595,1423.5,1423.5,1423.1,1423.1,11,MGCZ9
2019-08-01 00:03:00+00:00,33,1,2361,1416.9,1416.9,1416.9,1416.9,2,MGCV9
2019-08-01 00:03:00+00:00,33,1,211595,1423.1,1423.1,1422.8,1422.8,17,MGCZ9
2019-08-01 00:03:00+00:00,33,1,221040,-5.9,-5.9,-5.9,-5.9,2,MGCV9-MGCZ9
2019-08-01 00:04:00+00:00,33,1,211595,1422.8,1422.8,1422.7,1422.7,10,MGCZ9
2019-08-01 00:04:00+00:00,33,1,2361,1416.7,1416.7,1416.7,1416.7,1,MGCV9
2019-08-01 00:04:00+00:00,33,1,221040,-6.0,-6.0,-6.0,-6.0,1,MGCV9-MGCZ9
2019-08-01 00:05:00+00:00,33,1,19055,-6.3,-6.3,-6.3,-6.3,1,MGCZ9-MGCG0
2019-08-01 00:05:00+00:00,33,1,211595,1422.8,1422.9,1422.7,1422.9,12,MGCZ9
2019-08-01 00:05:00+00:00,33,1,221040,-6.0,-6.0,-6.0,-6.0,1,MGCV9-MGCZ9
2019-08-01 00:05:00+00:00,33,1,108256,1429.0,1429.0,1429.0,1429.0,1,MGCG0
2019-08-01 00:05:00+00:00,33,1,2361,1416.8,1416.8,1416.8,1416.8,1,MGCV9
2019-08-01 00:06:00+00:00,33,1,221040,-5.9,-5.9,-5.9,-5.9,5,MGCV9-MGCZ9
2019-08-01 00:06:00+00:00,33,1,108256,1429.0,1429.0,1429.0,1429.0,1,MGCG0
2019-08-01 00:06:00+00:00,33,1,2361,1417.2,1417.2,1417.2,1417.2,5,MGCV9
2019-08-01 00:06:00+00:00,33,1,211595,1422.8,1423.2,1422.8,1423.1,17,MGCZ9
2019-08-01 00:06:00+00:00,33,1,19055,-6.1,-6.1,-6.1,-6.1,1,MGCZ9-MGCG0
2019-08-01 00:07:00+00:00,33,1,211595,1423.1,1423.2,1423.0,1423.0,6,MGCZ9
2019-08-01 00:09:00+00:00,33,1,2361,1417.0,1417.0,1416.8,1416.8,2,MGCV9
2019-08-01 00:09:00+00:00,33,1,211595,1423.0,1423.0,1422.4,1422.4,22,MGCZ9
2019-08-01 00:10:00+00:00,33,1,211595,1422.5,1422.5,1421.6,1421.8,70,MGCZ9
2019-08-01 00:10:00+00:00,33,1,2361,1416.5,1416.5,1416.2,1416.2,7,MGCV9
2019-08-01 00:10:00+00:00,33,1,221040,-5.9,-5.9,-6.0,-6.0,7,MGCV9-MGCZ9
2019-08-01 00:11:00+00:00,33,1,221040,-5.9,-5.9,-6.0,-6.0,9,MGCV9-MGCZ9
2019-08-01 00:11:00+00:00,33,1,2361,1415.7,1415.8,1415.6,1415.7,10,MGCV9
2019-08-01 00:11:00+00:00,33,1,211595,1421.7,1421.8,1421.6,1421.7,40,MGCZ9
