ts_event,rtype,publisher_id,instrument_id,open,high,low,close,volume,symbol
2019-09-01 22:00:00+00:00,33,1,2361,1525.8,1534.0,1525.8,1534.0,13,MGCV9
2019-09-01 22:00:00+00:00,33,1,147218,1550.0,1555.0,1550.0,1555.0,2,MGCM0
2019-09-01 22:00:00+00:00,33,1,112340,-15.7,-15.7,-15.7,-15.7,2,MGCZ9-MGCM0
2019-09-01 22:00:00+00:00,33,1,211595,1532.2,1540.9,1532.2,1540.4,183,MGCZ9
2019-09-01 22:00:00+00:00,33,1,221040,-6.4,-6.4,-6.4,-6.4,13,MGCV9-MGCZ9
2019-09-01 22:01:00+00:00,33,1,2361,1535.0,1538.0,1534.8,1534.8,19,MGCV9
2019-09-01 22:01:00+00:00,33,1,19055,-6.2,-6.2,-6.2,-6.2,1,MGCZ9-MGCG0
2019-09-01 22:01:00+00:00,33,1,211595,1540.2,1544.4,1540.0,1541.9,143,MGCZ9
2019-09-01 22:01:00+00:00,33,1,221040,-6.4,-6.4,-6.4,-6.4,16,MGCV9-MGCZ9
2019-09-01 22:01:00+00:00,33,1,108256,1549.9,1549.9,1549.9,1549.9,1,MGCG0
2019-09-01 22:01:00+00:00,33,1,112340,-15.7,-15.7,-15.7,-15.7,1,MGCZ9-MGCM0
2019-09-01 22:01:00+00:00,33,1,147218,1560.0,1560.0,1560.0,1560.0,1,MGCM0
2019-09-01 22:02:00+00:00,33,1,211595,1541.8,1541.9,1537.3,1537.7,51,MGCZ9
2019-09-01 22:02:00+00:00,33,1,221040,-6.3,-6.3,-6.4,-6.4,2,MGCV9-MGCZ9
2019-09-01 22:02:00+00:00,33,1,2361,1533.0,1533.0,1531.4,1531.4,2,MGCV9
2019-09-01 22:02:00+00:00,33,1,147218,1555.0,1555.0,1555.0,1555.0,1,MGCM0
2019-09-01 22:02:00+00:00,33,1,112340,-16.8,-16.8,-16.8,-16.8,1,MGCZ9-MGCM0
2019-09-01 22:03:00+00:00,33,1,211595,1537.8,1538.4,1537.3,1538.3,35,MGCZ9
2019-09-01 22:03:00+00:00,33,1,221040,-6.4,-6.4,-6.4,-6.4,1,MGCV9-MGCZ9
2019-09-01 22:03:00+00:00,33,1,2361,1531.4,1531.4,1531.4,1531.4,1,MGCV9
2019-09-01 22:04:00+00:00,33,1,221040,-6.4,-6.4,-6.4,-6.4,1,MGCV9-MGCZ9
2019-09-01 22:04:00+00:00,33,1,2361,1532.5,1532.5,1532.5,1532.5,1,MGCV9
2019-09-01 22:04:00+00:00,33,1,211595,1538.4,1538.9,1538.3,1538.8,27,MGCZ9
2019-09-01 22:05:00+00:00,33,1,221040,-6.4,-6.4,-6.4,-6.4,3,MGCV9-MGCZ9
2019-09-01 22:05:00+00:00,33,1,211595,1538.5,1540.2,1538.0,1539.8,41,MGCZ9
2019-09-01 22:05:00+00:00,33,1,2361,1532.1,1533.4,1532.1,1533.4,3,MGCV9
2019-09-01 22:06:00+00:00,33,1,221040,-6.4,-6.4,-6.4,-6.4,1,MGCV9-MGCZ9
2019-09-01 22:06:00+00:00,33,1,211595,1540.0,1541.0,1540.0,1541.0,30,MGCZ9
2019-09-01 22:06:00+00:00,33,1,108256,1547.0,1547.0,1547.0,1547.0,1,MGCG0
2019-09-01 22:06:00+00:00,33,1,2361,1534.6,1534.6,1534.6,1534.6,1,MGCV9
2019-09-01 22:07:00+00:00,33,1,221040,-6.3,-6.3,-6.3,-6.3,1,MGCV9-MGCZ9
2019-09-01 22:07:00+00:00,33,1,2361,1536.3,1536.3,1536.3,1536.3,1,MGCV9
2019-09-01 22:07:00+00:00,33,1,211595,1541.3,1542.6,1541.1,1542.5,36,MGCZ9
2019-09-01 22:08:00+00:00,33,1,221040,-6.4,-6.3,-6.4,-6.3,4,MGCV9-MGCZ9
2019-09-01 22:08:00+00:00,33,1,211595,1542.7,1542.8,1541.4,1541.4,31,MGCZ9
2019-09-01 22:08:00+00:00,33,1,2361,1536.4,1536.4,1535.5,1535.9,4,MGCV9
2019-09-01 22:09:00+00:00,33,1,2361,1535.0,1535.0,1535.0,1535.0,1,MGCV9
